"subject" "activity" "measurement" "measurement_mean"
13 "SITTING" "tBodyAccJerkMag-std()" -0.538709905489796
13 "SITTING" "tBodyAccMag-mean()" -0.553892988210204
13 "SITTING" "tBodyAccMag-std()" -0.542568400136735
13 "SITTING" "tBodyGyro-mean()-X" -0.0767708388530612
13 "SITTING" "tBodyGyro-mean()-Y" -0.0601503648979592
13 "SITTING" "tBodyGyro-mean()-Z" 0.095023071777551
13 "SITTING" "tBodyGyro-std()-X" -0.715386860361224
13 "SITTING" "tBodyGyro-std()-Y" -0.710993229734694
13 "SITTING" "tBodyGyro-std()-Z" -0.733169823408163
13 "SITTING" "tBodyGyroJerk-mean()-X" -0.0636612998571429
13 "SITTING" "tBodyGyroJerk-mean()-Y" -0.0419848982081633
13 "SITTING" "tBodyGyroJerk-mean()-Z" -0.0685124803291837
13 "SITTING" "tBodyGyroJerk-std()-X" -0.677276320020408
13 "SITTING" "tBodyGyroJerk-std()-Y" -0.80085766544898
13 "SITTING" "tBodyGyroJerk-std()-Z" -0.743593152857143
13 "SITTING" "tBodyGyroJerkMag-mean()" -0.767732725510204
13 "SITTING" "tBodyGyroJerkMag-std()" -0.750235311836735
13 "SITTING" "tBodyGyroMag-mean()" -0.620864570802041
13 "SITTING" "tBodyGyroMag-std()" -0.664120303482449
13 "SITTING" "tGravityAcc-mean()-X" 0.495255034285714
13 "SITTING" "tGravityAcc-mean()-Y" 0.153134279122449
13 "SITTING" "tGravityAcc-mean()-Z" 0.0775842302285714
13 "SITTING" "tGravityAcc-std()-X" -0.968701757959184
13 "SITTING" "tGravityAcc-std()-Y" -0.940551344693878
13 "SITTING" "tGravityAcc-std()-Z" -0.923614332244898
13 "SITTING" "tGravityAccMag-mean()" -0.553892988210204
13 "SITTING" "tGravityAccMag-std()" -0.542568400136735
13 "STANDING" "fBodyAcc-mean()-X" -0.693203739035088
13 "STANDING" "fBodyAcc-mean()-Y" -0.619074297947368
13 "STANDING" "fBodyAcc-mean()-Z" -0.721966375087719
13 "STANDING" "fBodyAcc-std()-X" -0.691075422098597
13 "STANDING" "fBodyAcc-std()-Y" -0.578857564947368
13 "STANDING" "fBodyAcc-std()-Z" -0.67565908877193
13 "STANDING" "fBodyAccJerk-mean()-X" -0.728285066192982
13 "STANDING" "fBodyAccJerk-mean()-Y" -0.711863634175439
13 "STANDING" "fBodyAccJerk-mean()-Z" -0.793456278947368
13 "STANDING" "fBodyAccJerk-std()-X" -0.732403426210526
13 "STANDING" "fBodyAccJerk-std()-Y" -0.702477364217544
13 "STANDING" "fBodyAccJerk-std()-Z" -0.824858347719298
13 "STANDING" "fBodyAccMag-mean()" -0.661028675087719
13 "STANDING" "fBodyAccMag-std()" -0.719336221403509
13 "STANDING" "fBodyBodyAccJerkMag-mean()" -0.695908798653333
13 "STANDING" "fBodyBodyAccJerkMag-std()" -0.721847896236842
13 "STANDING" "fBodyBodyGyroJerkMag-mean()" -0.805509141666667
13 "STANDING" "fBodyBodyGyroJerkMag-std()" -0.814572252105263
13 "STANDING" "fBodyBodyGyroMag-mean()" -0.741604166226667
13 "STANDING" "fBodyBodyGyroMag-std()" -0.742794755614035
13 "STANDING" "fBodyGyro-mean()-X" -0.754026262824561
13 "STANDING" "fBodyGyro-mean()-Y" -0.725411711215263
13 "STANDING" "fBodyGyro-mean()-Z" -0.681665159842105
13 "STANDING" "fBodyGyro-std()-X" -0.798106391403509
13 "STANDING" "fBodyGyro-std()-Y" -0.702429408035088
13 "STANDING" "fBodyGyro-std()-Z" -0.697342599929825
13 "STANDING" "tBodyAcc-mean()-X" 0.268478367719298
13 "STANDING" "tBodyAcc-mean()-Y" -0.0177026615122807
13 "STANDING" "tBodyAcc-mean()-Z" -0.108031477912281
13 "STANDING" "tBodyAcc-std()-X" -0.690759467280702
13 "STANDING" "tBodyAcc-std()-Y" -0.573814219754386
13 "STANDING" "tBodyAcc-std()-Z" -0.674148165754386
13 "STANDING" "tBodyAccJerk-mean()-X" 0.0691046351929825
13 "STANDING" "tBodyAccJerk-mean()-Y" 0.0175454935985088
13 "STANDING" "tBodyAccJerk-mean()-Z" -0.00848490374842105
13 "STANDING" "tBodyAccJerk-std()-X" -0.717894528403509
13 "STANDING" "tBodyAccJerk-std()-Y" -0.697449179784211
13 "STANDING" "tBodyAccJerk-std()-Z" -0.809914171754386
13 "STANDING" "tBodyAccJerkMag-mean()" -0.728882625263158
13 "STANDING" "tBodyAccJerkMag-std()" -0.70625543831579
13 "STANDING" "tBodyAccMag-mean()" -0.633073996087719
13 "STANDING" "tBodyAccMag-std()" -0.663441040140351
13 "STANDING" "tBodyGyro-mean()-X" 2.82358438596487e-05
13 "STANDING" "tBodyGyro-mean()-Y" -0.0981432020526316
13 "STANDING" "tBodyGyro-mean()-Z" 0.0952647184859649
13 "STANDING" "tBodyGyro-std()-X" -0.786761608947368
13 "STANDING" "tBodyGyro-std()-Y" -0.708456518350877
13 "STANDING" "tBodyGyro-std()-Z" -0.670142025035088
13 "STANDING" "tBodyGyroJerk-mean()-X" -0.122937400842105
13 "STANDING" "tBodyGyroJerk-mean()-Y" -0.0560623967701754
13 "STANDING" "tBodyGyroJerk-mean()-Z" -0.0591876547438596
13 "STANDING" "tBodyGyroJerk-std()-X" -0.810565339824561
13 "STANDING" "tBodyGyroJerk-std()-Y" -0.802945114438597
13 "STANDING" "tBodyGyroJerk-std()-Z" -0.790406066491228
13 "STANDING" "tBodyGyroJerkMag-mean()" -0.805906690701754
13 "STANDING" "tBodyGyroJerkMag-std()" -0.803148829280702
13 "STANDING" "tBodyGyroMag-mean()" -0.662602942526316
13 "STANDING" "tBodyGyroMag-std()" -0.71174017854386
13 "STANDING" "tGravityAcc-mean()-X" 0.615561095964912
13 "STANDING" "tGravityAcc-mean()-Y" -0.00782030571929825
13 "STANDING" "tGravityAcc-mean()-Z" 0.155152703789474
13 "STANDING" "tGravityAcc-std()-X" -0.94536817877193
13 "STANDING" "tGravityAcc-std()-Y" -0.958853740701754
13 "STANDING" "tGravityAcc-std()-Z" -0.943707324385965
13 "STANDING" "tGravityAccMag-mean()" -0.633073996087719
13 "STANDING" "tGravityAccMag-std()" -0.663441040140351
13 "WALKING" "fBodyAcc-mean()-X" -0.716643264614035
13 "WALKING" "fBodyAcc-mean()-Y" -0.636511088614035
13 "WALKING" "fBodyAcc-mean()-Z" -0.711995776889474
13 "WALKING" "fBodyAcc-std()-X" -0.745674688385965
13 "WALKING" "fBodyAcc-std()-Y" -0.610327091087719
13 "WALKING" "fBodyAcc-std()-Z" -0.648147599157895
13 "WALKING" "fBodyAccJerk-mean()-X" -0.706979098921053
13 "WALKING" "fBodyAccJerk-mean()-Y" -0.71387378677193
13 "WALKING" "fBodyAccJerk-mean()-Z" -0.803296538245614
13 "WALKING" "fBodyAccJerk-std()-X" -0.730120316192982
13 "WALKING" "fBodyAccJerk-std()-Y" -0.718427008526316
13 "WALKING" "fBodyAccJerk-std()-Z" -0.832743348245614
13 "WALKING" "fBodyAccMag-mean()" -0.670455141333333
13 "WALKING" "fBodyAccMag-std()" -0.741259927385965
13 "WALKING" "fBodyBodyAccJerkMag-mean()" -0.688385502649123
13 "WALKING" "fBodyBodyAccJerkMag-std()" -0.708936202757895
13 "WALKING" "fBodyBodyGyroJerkMag-mean()" -0.829606911578947
13 "WALKING" "fBodyBodyGyroJerkMag-std()" -0.834423260175439
13 "WALKING" "fBodyBodyGyroMag-mean()" -0.77141789754386
13 "WALKING" "fBodyBodyGyroMag-std()" -0.763412958245614
13 "WALKING" "fBodyGyro-mean()-X" -0.713479604596491
13 "WALKING" "fBodyGyro-mean()-Y" -0.814467478245614
13 "WALKING" "fBodyGyro-mean()-Z" -0.698965805578947
13 "WALKING" "fBodyGyro-std()-X" -0.779332360877193
13 "WALKING" "fBodyGyro-std()-Y" -0.818999957017544
13 "WALKING" "fBodyGyro-std()-Z" -0.715599949754386
13 "WALKING" "tBodyAcc-mean()-X" 0.269225496245614
13 "WALKING" "tBodyAcc-mean()-Y" -0.0227050316508772
13 "WALKING" "tBodyAcc-mean()-Z" -0.107443173245614
13 "WALKING" "tBodyAcc-std()-X" -0.736494484280702
13 "WALKING" "tBodyAcc-std()-Y" -0.601872815821053
13 "WALKING" "tBodyAcc-std()-Z" -0.651785346087719
13 "WALKING" "tBodyAccJerk-mean()-X" 0.0723434309815789
13 "WALKING" "tBodyAccJerk-mean()-Y" -0.00674503034403509
13 "WALKING" "tBodyAccJerk-mean()-Z" -0.0192613135605263
13 "WALKING" "tBodyAccJerk-std()-X" -0.704850158561404
13 "WALKING" "tBodyAccJerk-std()-Y" -0.706028992982456
13 "WALKING" "tBodyAccJerk-std()-Z" -0.818778240701754
13 "WALKING" "tBodyAccJerkMag-mean()" -0.730296237210526
13 "WALKING" "tBodyAccJerkMag-std()" -0.696479120175439
13 "WALKING" "tBodyAccMag-mean()" -0.652758810982456
13 "WALKING" "tBodyAccMag-std()" -0.682834082385965
13 "WALKING" "tBodyGyro-mean()-X" -0.028635059174386
13 "WALKING" "tBodyGyro-mean()-Y" -0.0555834278070175
13 "WALKING" "tBodyGyro-mean()-Z" 0.111407131719298
13 "WALKING" "tBodyGyro-std()-X" -0.762722291403509
13 "WALKING" "tBodyGyro-std()-Y" -0.815685228596491
13 "WALKING" "tBodyGyro-std()-Z" -0.68683088068421
13 "WALKING" "tBodyGyroJerk-mean()-X" -0.111928051087719
13 "WALKING" "tBodyGyroJerk-mean()-Y" -0.0409736342210526
13 "WALKING" "tBodyGyroJerk-mean()-Z" -0.0622770676087719
13 "WALKING" "tBodyGyroJerk-std()-X" -0.771384922807018
13 "WALKING" "tBodyGyroJerk-std()-Y" -0.862471303684211
13 "WALKING" "tBodyGyroJerk-std()-Z" -0.783828643964912
13 "WALKING" "tBodyGyroJerkMag-mean()" -0.829584007017544
13 "WALKING" "tBodyGyroJerkMag-std()" -0.826418906245614
13 "WALKING" "tBodyGyroMag-mean()" -0.697623103087719
13 "WALKING" "tBodyGyroMag-std()" -0.739307170701754
13 "WALKING" "tGravityAcc-mean()-X" 0.752204535438596
13 "WALKING" "tGravityAcc-mean()-Y" -0.16235621222807
13 "WALKING" "tGravityAcc-mean()-Z" 0.0742291931403509
13 "WALKING" "tGravityAcc-std()-X" -0.969785639298246
13 "WALKING" "tGravityAcc-std()-Y" -0.947901456842105
13 "WALKING" "tGravityAcc-std()-Z" -0.91319479868421
13 "WALKING" "tGravityAccMag-mean()" -0.652758810982456
13 "WALKING" "tGravityAccMag-std()" -0.682834082385965
13 "WALKING_DOWNSTAIRS" "fBodyAcc-mean()-X" -0.540721476555319
13 "WALKING_DOWNSTAIRS" "fBodyAcc-mean()-Y" -0.465869785531915
13 "WALKING_DOWNSTAIRS" "fBodyAcc-mean()-Z" -0.639800715319149
13 "WALKING_DOWNSTAIRS" "fBodyAcc-std()-X" -0.569721016042553
13 "WALKING_DOWNSTAIRS" "fBodyAcc-std()-Y" -0.510921492448936
13 "WALKING_DOWNSTAIRS" "fBodyAcc-std()-Z" -0.626971296446808
13 "WALKING_DOWNSTAIRS" "fBodyAccJerk-mean()-X" -0.559572333148936
13 "WALKING_DOWNSTAIRS" "fBodyAccJerk-mean()-Y" -0.523494763787234
13 "WALKING_DOWNSTAIRS" "fBodyAccJerk-mean()-Z" -0.697949924893617
13 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std()-X" -0.574901865
13 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std()-Y" -0.520546084680851
13 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std()-Z" -0.748389567446809
13 "WALKING_DOWNSTAIRS" "fBodyAccMag-mean()" -0.527571545042553
13 "WALKING_DOWNSTAIRS" "fBodyAccMag-std()" -0.625179589978723
13 "WALKING_DOWNSTAIRS" "fBodyBodyAccJerkMag-mean()" -0.518183014638298
13 "WALKING_DOWNSTAIRS" "fBodyBodyAccJerkMag-std()" -0.517440491661064
13 "WALKING_DOWNSTAIRS" "fBodyBodyGyroJerkMag-mean()" -0.758877137446809
13 "WALKING_DOWNSTAIRS" "fBodyBodyGyroJerkMag-std()" -0.759658038085106
13 "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag-mean()" -0.667870782978723
13 "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag-std()" -0.669662940851064
13 "WALKING_DOWNSTAIRS" "fBodyGyro-mean()-X" -0.617760442340425
13 "WALKING_DOWNSTAIRS" "fBodyGyro-mean()-Y" -0.680832140276596
13 "WALKING_DOWNSTAIRS" "fBodyGyro-mean()-Z" -0.536095578787234
13 "WALKING_DOWNSTAIRS" "fBodyGyro-std()-X" -0.695920171
13 "WALKING_DOWNSTAIRS" "fBodyGyro-std()-Y" -0.67201566893617
13 "WALKING_DOWNSTAIRS" "fBodyGyro-std()-Z" -0.60461567487234
13 "WALKING_DOWNSTAIRS" "tBodyAcc-mean()-X" 0.254234612553191
13 "WALKING_DOWNSTAIRS" "tBodyAcc-mean()-Y" -0.0260974022234043
13 "WALKING_DOWNSTAIRS" "tBodyAcc-mean()-Z" -0.116818312808511
13 "WALKING_DOWNSTAIRS" "tBodyAcc-std()-X" -0.560635940829787
13 "WALKING_DOWNSTAIRS" "tBodyAcc-std()-Y" -0.471598237595745
13 "WALKING_DOWNSTAIRS" "tBodyAcc-std()-Z" -0.610398564680851
13 "WALKING_DOWNSTAIRS" "tBodyAccJerk-mean()-X" 0.116755039465957
13 "WALKING_DOWNSTAIRS" "tBodyAccJerk-mean()-Y" -0.0189602920748936
13 "WALKING_DOWNSTAIRS" "tBodyAccJerk-mean()-Z" 0.0285126926085106
13 "WALKING_DOWNSTAIRS" "tBodyAccJerk-std()-X" -0.546993276404255
13 "WALKING_DOWNSTAIRS" "tBodyAccJerk-std()-Y" -0.505762753510638
13 "WALKING_DOWNSTAIRS" "tBodyAccJerk-std()-Z" -0.723645572978723
13 "WALKING_DOWNSTAIRS" "tBodyAccJerkMag-mean()" -0.573476938148936
13 "WALKING_DOWNSTAIRS" "tBodyAccJerkMag-std()" -0.516012334574468
13 "WALKING_DOWNSTAIRS" "tBodyAccMag-mean()" -0.50821886887234
13 "WALKING_DOWNSTAIRS" "tBodyAccMag-std()" -0.542763579255319
13 "WALKING_DOWNSTAIRS" "tBodyGyro-mean()-X" -0.0666090866082979
13 "WALKING_DOWNSTAIRS" "tBodyGyro-mean()-Y" -0.0561607460914894
13 "WALKING_DOWNSTAIRS" "tBodyGyro-mean()-Z" 0.0966222264638298
13 "WALKING_DOWNSTAIRS" "tBodyGyro-std()-X" -0.675696011170213
13 "WALKING_DOWNSTAIRS" "tBodyGyro-std()-Y" -0.672924400851064
13 "WALKING_DOWNSTAIRS" "tBodyGyro-std()-Z" -0.556104530893617
13 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-mean()-X" -0.0714363607425532
13 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-mean()-Y" -0.0572223625808511
13 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-mean()-Z" -0.0904792395
13 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std()-X" -0.688826556170213
13 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std()-Y" -0.76573593787234
13 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std()-Z" -0.677309442340426
13 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag-mean()" -0.731588967021277
13 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag-std()" -0.751555151914894
13 "WALKING_DOWNSTAIRS" "tBodyGyroMag-mean()" -0.557517063425532
13 "WALKING_DOWNSTAIRS" "tBodyGyroMag-std()" -0.629543927553191
13 "WALKING_DOWNSTAIRS" "tGravityAcc-mean()-X" 0.739220442340425
13 "WALKING_DOWNSTAIRS" "tGravityAcc-mean()-Y" -0.115071831659574
13 "WALKING_DOWNSTAIRS" "tGravityAcc-mean()-Z" -0.083072209912766
13 "WALKING_DOWNSTAIRS" "tGravityAcc-std()-X" -0.963579516170213
13 "WALKING_DOWNSTAIRS" "tGravityAcc-std()-Y" -0.948361496595745
13 "WALKING_DOWNSTAIRS" "tGravityAcc-std()-Z" -0.924772562574468
13 "WALKING_DOWNSTAIRS" "tGravityAccMag-mean()" -0.50821886887234
13 "WALKING_DOWNSTAIRS" "tGravityAccMag-std()" -0.542763579255319
13 "WALKING_UPSTAIRS" "fBodyAcc-mean()-X" -0.564466487163636
13 "WALKING_UPSTAIRS" "fBodyAcc-mean()-Y" -0.531973794610909
13 "WALKING_UPSTAIRS" "fBodyAcc-mean()-Z" -0.669248371636364
13 "WALKING_UPSTAIRS" "fBodyAcc-std()-X" -0.538401277229091
13 "WALKING_UPSTAIRS" "fBodyAcc-std()-Y" -0.542217254776364
13 "WALKING_UPSTAIRS" "fBodyAcc-std()-Z" -0.583876721234545
13 "WALKING_UPSTAIRS" "fBodyAccJerk-mean()-X" -0.615936135872727
13 "WALKING_UPSTAIRS" "fBodyAccJerk-mean()-Y" -0.619059836981818
13 "WALKING_UPSTAIRS" "fBodyAccJerk-mean()-Z" -0.771720307672727
13 "WALKING_UPSTAIRS" "fBodyAccJerk-std()-X" -0.600103572327273
13 "WALKING_UPSTAIRS" "fBodyAccJerk-std()-Y" -0.602246860587273
13 "WALKING_UPSTAIRS" "fBodyAccJerk-std()-Z" -0.809185295272727
13 "WALKING_UPSTAIRS" "fBodyAccMag-mean()" -0.558480560232727
13 "WALKING_UPSTAIRS" "fBodyAccMag-std()" -0.622230595363636
13 "WALKING_UPSTAIRS" "fBodyBodyAccJerkMag-mean()" -0.611922826018182
13 "WALKING_UPSTAIRS" "fBodyBodyAccJerkMag-std()" -0.655445992
13 "WALKING_UPSTAIRS" "fBodyBodyGyroJerkMag-mean()" -0.810108430727273
13 "WALKING_UPSTAIRS" "fBodyBodyGyroJerkMag-std()" -0.840490476545455
13 "WALKING_UPSTAIRS" "fBodyBodyGyroMag-mean()" -0.715360206
13 "WALKING_UPSTAIRS" "fBodyBodyGyroMag-std()" -0.709301374
13 "WALKING_UPSTAIRS" "fBodyGyro-mean()-X" -0.623444577756364
13 "WALKING_UPSTAIRS" "fBodyGyro-mean()-Y" -0.764172662363636
13 "WALKING_UPSTAIRS" "fBodyGyro-mean()-Z" -0.634284375818182
13 "WALKING_UPSTAIRS" "fBodyGyro-std()-X" -0.687633794
13 "WALKING_UPSTAIRS" "fBodyGyro-std()-Y" -0.699967914490909
13 "WALKING_UPSTAIRS" "fBodyGyro-std()-Z" -0.689461746363636
13 "WALKING_UPSTAIRS" "tBodyAcc-mean()-X" 0.276335530363636
13 "WALKING_UPSTAIRS" "tBodyAcc-mean()-Y" -0.0212973878440727
13 "WALKING_UPSTAIRS" "tBodyAcc-mean()-Z" -0.0993598713272727
13 "WALKING_UPSTAIRS" "tBodyAcc-std()-X" -0.544617741672727
13 "WALKING_UPSTAIRS" "tBodyAcc-std()-Y" -0.516954944036364
13 "WALKING_UPSTAIRS" "tBodyAcc-std()-Z" -0.590994385581818
13 "WALKING_UPSTAIRS" "tBodyAccJerk-mean()-X" 0.0680032071254545
13 "WALKING_UPSTAIRS" "tBodyAccJerk-mean()-Y" 0.0326447996687273
13 "WALKING_UPSTAIRS" "tBodyAccJerk-mean()-Z" 0.024692858058
13 "WALKING_UPSTAIRS" "tBodyAccJerk-std()-X" -0.589308887329273
13 "WALKING_UPSTAIRS" "tBodyAccJerk-std()-Y" -0.597437085410909
13 "WALKING_UPSTAIRS" "tBodyAccJerk-std()-Z" -0.790799401272727
13 "WALKING_UPSTAIRS" "tBodyAccJerkMag-mean()" -0.6170198632
13 "WALKING_UPSTAIRS" "tBodyAccJerkMag-std()" -0.629088165709091
13 "WALKING_UPSTAIRS" "tBodyAccMag-mean()" -0.499836463236364
13 "WALKING_UPSTAIRS" "tBodyAccMag-std()" -0.553576173272727
13 "WALKING_UPSTAIRS" "tBodyGyro-mean()-X" -0.0260885880545455
13 "WALKING_UPSTAIRS" "tBodyGyro-mean()-Y" -0.104342061287273
13 "WALKING_UPSTAIRS" "tBodyGyro-mean()-Z" 0.106519893083636
13 "WALKING_UPSTAIRS" "tBodyGyro-std()-X" -0.670651907454546
13 "WALKING_UPSTAIRS" "tBodyGyro-std()-Y" -0.719106150545455
13 "WALKING_UPSTAIRS" "tBodyGyro-std()-Z" -0.6498807646
13 "WALKING_UPSTAIRS" "tBodyGyroJerk-mean()-X" -0.111427188018182
13 "WALKING_UPSTAIRS" "tBodyGyroJerk-mean()-Y" -0.0409439702363636
13 "WALKING_UPSTAIRS" "tBodyGyroJerk-mean()-Z" -0.0565382913527273
13 "WALKING_UPSTAIRS" "tBodyGyroJerk-std()-X" -0.719837507636364
13 "WALKING_UPSTAIRS" "tBodyGyroJerk-std()-Y" -0.853033656909091
13 "WALKING_UPSTAIRS" "tBodyGyroJerk-std()-Z" -0.731875320727273
13 "WALKING_UPSTAIRS" "tBodyGyroJerkMag-mean()" -0.786023891090909
13 "WALKING_UPSTAIRS" "tBodyGyroJerkMag-std()" -0.817097293454545
13 "WALKING_UPSTAIRS" "tBodyGyroMag-mean()" -0.563077012847273
13 "WALKING_UPSTAIRS" "tBodyGyroMag-std()" -0.677574935272727
13 "WALKING_UPSTAIRS" "tGravityAcc-mean()-X" 0.790015846363636
13 "WALKING_UPSTAIRS" "tGravityAcc-mean()-Y" -0.00388897198727273
13 "WALKING_UPSTAIRS" "tGravityAcc-mean()-Z" 0.0789814500854545
13 "WALKING_UPSTAIRS" "tGravityAcc-std()-X" -0.965271979818182
13 "WALKING_UPSTAIRS" "tGravityAcc-std()-Y" -0.943622952909091
13 "WALKING_UPSTAIRS" "tGravityAcc-std()-Z" -0.926311631636364
13 "WALKING_UPSTAIRS" "tGravityAccMag-mean()" -0.499836463236364
13 "WALKING_UPSTAIRS" "tGravityAccMag-std()" -0.553576173272727
14 "LAYING" "fBodyAcc-mean()-X" -0.877675904803922
14 "LAYING" "fBodyAcc-mean()-Y" -0.835911236137255
14 "LAYING" "fBodyAcc-mean()-Z" -0.86596063254902
14 "LAYING" "fBodyAcc-std()-X" -0.870763114617647
14 "LAYING" "fBodyAcc-std()-Y" -0.808001813666667
14 "LAYING" "fBodyAcc-std()-Z" -0.834674893921569
14 "LAYING" "fBodyAccJerk-mean()-X" -0.883321794882353
14 "LAYING" "fBodyAccJerk-mean()-Y" -0.888142972745098
14 "LAYING" "fBodyAccJerk-mean()-Z" -0.902223375686275
14 "LAYING" "fBodyAccJerk-std()-X" -0.884329458235294
14 "LAYING" "fBodyAccJerk-std()-Y" -0.8906796
14 "LAYING" "fBodyAccJerk-std()-Z" -0.924795028235294
14 "LAYING" "fBodyAccMag-mean()" -0.83391733
14 "LAYING" "fBodyAccMag-std()" -0.853284773156863
14 "LAYING" "fBodyBodyAccJerkMag-mean()" -0.869339901764706
14 "LAYING" "fBodyBodyAccJerkMag-std()" -0.870929487372549
14 "LAYING" "fBodyBodyGyroJerkMag-mean()" -0.907036577843137
14 "LAYING" "fBodyBodyGyroJerkMag-std()" -0.905629311176471
14 "LAYING" "fBodyBodyGyroMag-mean()" -0.86295367627451
14 "LAYING" "fBodyBodyGyroMag-std()" -0.852318274117647
14 "LAYING" "fBodyGyro-mean()-X" -0.858862932980392
14 "LAYING" "fBodyGyro-mean()-Y" -0.873790819215686
14 "LAYING" "fBodyGyro-mean()-Z" -0.866794573529412
14 "LAYING" "fBodyGyro-std()-X" -0.885054695686274
14 "LAYING" "fBodyGyro-std()-Y" -0.863428113333333
14 "LAYING" "fBodyGyro-std()-Z" -0.87526263254902
14 "LAYING" "tBodyAcc-mean()-X" 0.280369771960784
14 "LAYING" "tBodyAcc-mean()-Y" -0.0235303172745098
14 "LAYING" "tBodyAcc-mean()-Z" -0.11303619684902
14 "LAYING" "tBodyAcc-std()-X" -0.87176418545098
14 "LAYING" "tBodyAcc-std()-Y" -0.808938016176471
14 "LAYING" "tBodyAcc-std()-Z" -0.836507280588235
14 "LAYING" "tBodyAccJerk-mean()-X" 0.100113166098039
14 "LAYING" "tBodyAccJerk-mean()-Y" 0.0107432749862745
14 "LAYING" "tBodyAccJerk-mean()-Z" 0.00677964874764706
14 "LAYING" "tBodyAccJerk-std()-X" -0.878188958156863
14 "LAYING" "tBodyAccJerk-std()-Y" -0.885475984313726
14 "LAYING" "tBodyAccJerk-std()-Z" -0.913895662352941
14 "LAYING" "tBodyAccJerkMag-mean()" -0.888266240156863
14 "LAYING" "tBodyAccJerkMag-std()" -0.870069804568627
14 "LAYING" "tBodyAccMag-mean()" -0.830565869078431
14 "LAYING" "tBodyAccMag-std()" -0.828899061843137
14 "LAYING" "tBodyGyro-mean()-X" -0.0170596949490196
14 "LAYING" "tBodyGyro-mean()-Y" -0.0810903528039216
14 "LAYING" "tBodyGyro-mean()-Z" 0.0765765458039216
14 "LAYING" "tBodyGyro-std()-X" -0.878087801960784
14 "LAYING" "tBodyGyro-std()-Y" -0.86524220745098
14 "LAYING" "tBodyGyro-std()-Z" -0.862998659411765
14 "LAYING" "tBodyGyroJerk-mean()-X" -0.0868249089745098
14 "LAYING" "tBodyGyroJerk-mean()-Y" -0.0520182569019608
14 "LAYING" "tBodyGyroJerk-mean()-Z" -0.0675870029705882
14 "LAYING" "tBodyGyroJerk-std()-X" -0.900015006078431
14 "LAYING" "tBodyGyroJerk-std()-Y" -0.916077495294118
14 "LAYING" "tBodyGyroJerk-std()-Z" -0.914587855686275
14 "LAYING" "tBodyGyroJerkMag-mean()" -0.917989724705882
14 "LAYING" "tBodyGyroJerkMag-std()" -0.903385433529412
14 "LAYING" "tBodyGyroMag-mean()" -0.834380167294118
14 "LAYING" "tBodyGyroMag-std()" -0.838629874509804
14 "LAYING" "tGravityAcc-mean()-X" 0.660879813137255
14 "LAYING" "tGravityAcc-mean()-Y" -0.0455074114117647
14 "LAYING" "tGravityAcc-mean()-Z" 0.0977265839960784
14 "LAYING" "tGravityAcc-std()-X" -0.984978070784314
14 "LAYING" "tGravityAcc-std()-Y" -0.951662234117647
14 "LAYING" "tGravityAcc-std()-Z" -0.941175575294118
14 "LAYING" "tGravityAccMag-mean()" -0.830565869078431
14 "LAYING" "tGravityAccMag-std()" -0.828899061843137
14 "SITTING" "fBodyAcc-mean()-X" -0.84112126175
14 "SITTING" "fBodyAcc-mean()-Y" -0.807719814076852
14 "SITTING" "fBodyAcc-mean()-Z" -0.855128195740741
14 "SITTING" "fBodyAcc-std()-X" -0.819244030035185
14 "SITTING" "fBodyAcc-std()-Y" -0.79728913037037
14 "SITTING" "fBodyAcc-std()-Z" -0.808913396140741
14 "SITTING" "fBodyAccJerk-mean()-X" -0.870523774462963
14 "SITTING" "fBodyAccJerk-mean()-Y" -0.845630008333333
14 "SITTING" "fBodyAccJerk-mean()-Z" -0.903027258703704
14 "SITTING" "fBodyAccJerk-std()-X" -0.857932417846296
14 "SITTING" "fBodyAccJerk-std()-Y" -0.827401086842593
14 "SITTING" "fBodyAccJerk-std()-Z" -0.909370285925926
14 "SITTING" "fBodyAccMag-mean()" -0.826404915666667
14 "SITTING" "fBodyAccMag-std()" -0.845428641277778
14 "SITTING" "fBodyBodyAccJerkMag-mean()" -0.853376704685185
14 "SITTING" "fBodyBodyAccJerkMag-std()" -0.845394522194444
14 "SITTING" "fBodyBodyGyroJerkMag-mean()" -0.912178368888889
14 "SITTING" "fBodyBodyGyroJerkMag-std()" -0.910405632222222
14 "SITTING" "fBodyBodyGyroMag-mean()" -0.882787557222222
14 "SITTING" "fBodyBodyGyroMag-std()" -0.894401953333333
14 "SITTING" "fBodyGyro-mean()-X" -0.865172522046296
14 "SITTING" "fBodyGyro-mean()-Y" -0.886409225185185
14 "SITTING" "fBodyGyro-mean()-Z" -0.86974898462963
14 "SITTING" "fBodyGyro-std()-X" -0.881320091896296
